Shift (um),Time stamps (s)
-3.549966463979337,6.089999806135893e-05
-3.2904113937024695,88.15311419999853
-3.7057543584155788,221.04209439999977
-3.2947428153399123,319.710253199999
-3.6660474890454537,435.002040899999
